labeling_id,pmid,doi,year,journal,title,abstract,url,labeler2_decision,labeler2_confidence,labeler2_rationale,labeler2_criteria_failed
LBL-050,40383471,10.1016/j.envpol.2025.126476,2025,"Environmental pollution (Barking, Essex : 1987)",Association between ambient fine particulate matter constituents and mortality and morbidity of cardiovascular and respiratory diseases: A systematic review and meta-analysis.,"Existing studies have explored the associations between short-term or long-term exposures to PM2.5 constituents and mortality and morbidity outcomes related to all-causes, natural causes and the cardiopulmonary system, but the results are still inconclusive. To explore the associations between short-term and long-term exposures to ambient PM2.5 constituents with mortality and morbidity outcomes of all-cause, natural, cardiovascular and respiratory diseases. We comprehensively searched PubMed, Embase, Web of Science and Scopus electronic databases to identify studies until 28, August 2023. We estimated the pooled relative risk (RR) with 95 % confidence interval (CI) using random-effect models. Then we explored potential sources of heterogeneity across different studies by subgroup and meta-regression analysis. A total of 67 articles were included in the meta-analysis. We found that short-term exposures to PM2.5 carbon-containing constituents (black carbon and organic carbon) and metal iron showed the most consistent associations with the eight health outcomes among different PM2.5 constituents. Meanwhile, only long-term exposures to nitrate ions and silicon in PM2.5 showed significant positive associations with cardiovascular and natural mortality outcomes. Additionally, subgroup and meta-regression analyses highlight that geographical region and age group are primary sources of heterogeneity. The current meta-analysis reveals potential key PM2.5 constituents associated with elevated risk of mortality and morbidity of cardiovascular and respiratory diseases. Thus, greater attention should be directed toward establishing exposure limits for specific PM2.5 constituents to protect public health and alleviate the associated burden of diseases.",https://pubmed.ncbi.nlm.nih.gov/40383471/,EXCLUDE,HIGH,SYSTEMATIC REVIEW E META ANALYSIS,1
LBL-051,22266709,10.1289/ehp.1104002,2012,Environmental health perspectives,Effects of coarse particulate matter on emergency hospital admissions for respiratory diseases: a time-series analysis in Hong Kong.,"BACKGROUND: Many epidemiological studies have linked daily counts of hospital admissions to particulate matter (PM) with an aerodynamic diameter ≤ 10 μm (PM10) and ≤ 2.5 μm (PM2.5), but relatively few have investigated the relationship of hospital admissions with coarse PM (PMc; 2.5-10 μm aerodynamic diameter). OBJECTIVES: We conducted this study to estimate the health effects of PMc on emergency hospital admissions for respiratory diseases in Hong Kong after controlling for PM2.5 and gaseous pollutants. METHODS: We conducted a time-series analysis of associations between daily emergency hospital admissions for respiratory diseases in Hong Kong from January 2000 to December 2005 and daily PM2.5 and PMc concentrations. We estimated PMc concentrations by subtracting PM2.5 from PM10 measurements. We used generalized additive models to examine the relationship between PMc (single- and multiday lagged exposures) and hospital admissions adjusted for time trends, weather conditions, influenza outbreaks, PM2.5, and gaseous pollutants (nitrogen dioxide, sulfur dioxide, and ozone). RESULTS: A 10.9-μg/m(3) (interquartile range) increase in the 4-day moving average concentration of PMc was associated with a 1.94% (95% confidence interval: 1.24%, 2.64%) increase in emergency hospital admissions for respiratory diseases that was attenuated but still significant after controlling for PM2.5. Adjusting for gaseous pollutants and altering models assumptions had little influence on PMc effect estimates. CONCLUSION: PMc was associated with emergency hospital admissions for respiratory diseases in Hong Kong independent of PM2.5 and gaseous pollutants. Further research is needed to evaluate health effects of different components of PMc.",https://pubmed.ncbi.nlm.nih.gov/22266709/,UNCERTAIN,MEDIUM,"USA MP2,5 MAS NAO MEDE",2
LBL-052,28988023,10.1016/j.envint.2017.09.010,2017,Environment international,Acute effects of fine particulate matter constituents on mortality: A systematic review and meta-regression analysis.,"BACKGROUND: The link between PM2.5 exposure and adverse health outcomes is well documented from studies across the world. However, the reported effect estimates vary across studies, locations and constituents. We aimed to conduct a meta-analysis on associations between short-term exposure to PM2.5 constituents and mortality using city-specific estimates, and explore factors that may explain some of the observed heterogeneity. METHODS: We systematically reviewed epidemiological studies on particle constituents and mortality using PubMed and Web of Science databases up to July 2015.We included studies that examined the association between short-term exposure to PM2.5 constituents and all-cause, cardiovascular, and respiratory mortality, in the general adult population. Each study was summarized based on pre-specified study key parameters (e.g., location, time period, population, diagnostic classification standard), and we evaluated the risk of bias using the Office of Health Assessment and Translation (OHAT) Method for each included study. We extracted city-specific mortality risk estimates for each constituent and cause of mortality. For multi-city studies, we requested the city-specific risk estimates from the authors unless reported in the article. We performed random effects meta-analyses using city-specific estimates, and examined whether the effects vary across regions and city characteristics (PM2.5 concentration levels, air temperature, elevation, vegetation, size of elderly population, population density, and baseline mortality). RESULTS: We found a 0.89% (95% CI: 0.68, 1.10%) increase in all-cause, a 0.80% (95% CI: 0.41, 1.20%) increase in cardiovascular, and a 1.10% (95% CI: 0.59, 1.62%) increase in respiratory mortality per 10μg/m3 increase in PM2.5. Accounting for the downward bias induced by studies of single days, the all-cause mortality estimate increased to 1.01% (95% CI: 0.81, 1.20%). We found significant associations between mortality and several PM2.5 constituents. The most consistent and stronger associations were observed for elemental carbon (EC) and potassium (K). For most of the constituents, we observed high variability of effect estimates across cities. CONCLUSIONS: Our meta-analysis suggests that (a) combustion elements such as EC and K have a stronger association with mortality, (b) single lag studies underestimate effects, and (c) estimates of PM2.5 and constituents differ across regions. Accounting for PM mass in constituent's health models may lead to more stable and comparable effect estimates across different studies. SYSTEMATIC REVIEW REGISTRATION: PROSPERO: CRD42017055765.",https://pubmed.ncbi.nlm.nih.gov/28988023/,EXCLUDE,HIGH,SYSTEMATIC REVIEW E META REGRESSION ANALYSIS,1
LBL-053,28255648,10.1007/s00038-017-0960-y,2017,International journal of public health,Short-term effects of fine particulate matter pollution on daily health events in Latin America: a systematic review and meta-analysis.,"OBJECTIVES: Ambient air pollution is among the leading risks for health worldwide and by 2050 will largely overcome deaths due to unsafe sanitation and malaria, but local evidence from Latin America (LA) is scarce. We aimed to summarize the effect of short-term exposure to fine particulate air pollution (PM2.5) on morbidity and mortality in Latin America and evaluate evidence coverage and quality, using systematic review and meta-analysis. METHODS: The comprehensive search (six online databases and hand-searching) identified studies investigating the short-term associations between PM2.5 and daily health events in LA. Two reviewers independently accessed the internal validity of the studies and used random-effect models in the meta-analysis. RESULTS: We retrieved 1628 studies. Nine were elected for the qualitative analysis and seven for the quantitative analyses. Each 10 µg/m3 increments in daily PM2.5 concentrations was significantly associated with increased risk for respiratory and cardiovascular mortality in all-ages (polled RR = 1.02, 95% CI, 1.02-1.02 and RR = 1.01, 95% CI , 1.01-1.02, respectively). CONCLUSIONS: Short-term exposure to PM2.5 in LA is significantly associated with increased risk for respiratory and cardiovascular mortality. Evidence is concentrated in few cities and some presented high risk of bias.",https://pubmed.ncbi.nlm.nih.gov/28255648/,EXCLUDE,HIGH,SYSTEMATIC REVIEW E META ANALYSIS,1
LBL-054,36777770,10.3389/fpubh.2022.1017105,2022,Frontiers in public health,"Associations between air pollutant and pneumonia and asthma requiring hospitalization among children aged under 5 years in Ningbo, 2015-2017.","INTRODUCTION: Exposure to ambient air pollutants is associated with an increased incidence of respiratory diseases such as pneumonia and asthma, especially in younger children. We investigated the relationship between rates of hospitalization of children aged under 5 years for pneumonia and asthma and the concentration of air pollutants in Ningbo between January 1, 2015 and August 29, 2017. METHODS: Data were obtained from the Ningbo Air Quality Data Real-time Publishing System and the big data platform of the Ningbo Health Information Center. A generalized additive model was established via logarithmic link function and utilized to evaluate the effect of pollutant concentration on lag dimension and perform sensitivity analysis. RESULTS: A total of 10,301 cases of pneumonia and 115 cases of asthma were identified over the course of this study. Results revealed that PM2.5, PM10, SO2 and NO2 were significantly associated with hospitalization for pneumonia and asthma in children under 5 years of age. For every 10-unit increase in lag03 air pollutant concentration, hospitalization for pneumonia and asthma due to PM2.5, PM10, SO2 and NO2 increased by 2.22% (95%CI: 0.64%, 3.82%), 1.94% (95%CI: 0.85%, 3.04%), 11.21% (95%CI: 4.70%, 18.10%) and 5.42% (95%CI: 3.07%, 7.82%), respectively. DISCUSSION: Adverse effects of air pollutants were found to be more severe in children aged 1 to 5 years and adverse effects due to PM2.5, PM10 and SO2 were found to be more severe in girls. Our findings underscore the need for implementation of effective public health measures to urgently improve air quality and reduce pediatric hospitalizations due to respiratory illness.",https://pubmed.ncbi.nlm.nih.gov/36777770/,INCLUDE,HIGH,"ESTUDO-MP2,5-TIME SERIES-ASMA E PNEUMONIA-IC 95%-INGLÊS",0
LBL-055,39578775,10.1186/s12889-024-20693-5,2024,BMC public health,Association of exposure to air pollutants and risk of mortality among people living with HIV: a systematic review.,"BACKGROUND: People living with HIV (PLWH) are more vulnerable to infectious and non-infectious comorbidities due to chronic inflammation and immune dysfunction. Air pollution is a major global health risk, contributing to millions of deaths annually, primarily from cardiovascular and respiratory diseases. However, the link between air pollution and mortality risk in PLWH is underexplored. This systematic review assesses the association between exposure to pollutants such as particulate matter (PM), nitrogen dioxide (NO2), sulfur dioxide (SO2), ozone (O3), and carbon monoxide (CO) and mortality risk in PLWH. METHODS: A systematic search of PubMed, Web of Science, and Embase was conducted for studies published up to August 2024. Eligibility criteria included cohort, case-control, and cross-sectional studies assessing air pollution exposure and mortality in PLWH. Nested-Knowledge software was used for screening and data extraction. The Newcastle-Ottawa Scale was applied for quality assessment. A narrative approach and tabular summarization were used for data synthesis and presentation. RESULTS: Nine studies, mostly from China, demonstrated a significant association between long-term exposure to PM1, PM2.5, and PM10 and increased risks of AIDS-related and all-cause mortality in PLWH. Hazard ratios for mortality increased by 2.38-5.13% per unit increase in PM concentrations, with older adults (> 60), females, and those with lower CD4 counts (< 500 cells/µL) being more vulnerable. Short-term exposure to ozone and sulfur dioxide also increased mortality risks, particularly during the warm season and in older populations. Specific pollutants like ammonium (NH4⁺) and sulfate (SO4²⁻) had the strongest links to elevated mortality. CONCLUSION: Air pollution, especially fine particulate matter and ozone, is associated with a higher risk of mortality in PLWH. Targeted interventions to reduce pollution exposure in vulnerable subgroups are crucial. Further research is needed to confirm these findings in diverse regions and develop effective mitigation strategies.",https://pubmed.ncbi.nlm.nih.gov/39578775/,EXCLUDE,HIGH,SYSTEMATIC REVIEW,1
LBL-056,26522821,10.1016/j.rpped.2015.06.009,2016,Revista paulista de pediatria : orgao oficial da Sociedade de Pediatria de Sao Paulo,[Fine particulate matter estimated by mathematical model and hospitalizations for pneumonia and asthma in children].,"OBJECTIVE:: To estimate the association between exposure to fine particulate matter with an aerodynamic diameter <2.5 microns (PM2.5) and hospitalizations for pneumonia and asthma in children. METHODS:: An ecological study of time series was performed, with daily indicators of hospitalization for pneumonia and asthma in children up to 10 years of age, living in Taubaté (SP) and estimated concentrations of PM2.5, between August 2011 and July 2012. A generalized additive model of Poisson regression was used to estimate the relative risk, with lag zero up to five days after exposure; the single pollutant model was adjusted by the apparent temperature, as defined from the temperature and relative air humidity, seasonality and weekday. RESULTS:: The values of the relative risks for hospitalization for pneumonia and asthma were significant for lag 0 (RR=1.051, 95%CI; 1.016 to 1.088); lag 2 (RR=1.066, 95%CI: 1.023 to 1.113); lag 3 (RR=1.053, 95%CI: 1.015 to 1.092); lag 4 (RR=1.043, 95%CI: 1.004 to 1.088) and lag 5 (RR=1.061, 95%CI: 1.018 to 1.106). The increase of 5mcg/m3 in PM2.5 contributes to increase the relative risk for hospitalization from 20.3 to 38.4 percentage points; however, the reduction of 5µg/m3 in PM2.5 concentration results in 38 fewer hospital admissions. CONCLUSIONS:: Exposure to PM2.5 was associated with hospitalizations for pneumonia and asthma in children younger than 10 years of age, showing the role of fine particulate matter in child health and providing subsidies for the implementation of preventive measures to decrease these outcomes. OBJECTIVE: To estimate the association between exposure to fine particulate matter with an aerodynamic diameter <2.5 microns (PM2.5) and hospitalizations for pneumonia and asthma in children. METHODS: An ecological study of time series was performed, with daily indicators of hospitalization for pneumonia and asthma in children up to 10 years of age, living in Taubaté (SP) and estimated concentrations of PM2.5, between August 2011 and July 2012. A generalized additive model of Poisson regression was used to estimate the relative risk, with lag zero up to five days after exposure; the single pollutant model was adjusted by the apparent temperature, as defined from the temperature and relative air humidity, seasonality and weekday. RESULTS: The values of the relative risks for hospitalization for pneumonia and asthma were significant for lag 0 (RR=1.051, 95%CI; 1.016 to 1.088); lag 2 (RR=1.066, 95%CI: 1.023 to 1.113); lag 3 (RR=1.053, 95%CI: 1.015 to 1.092); lag 4 (RR=1.043, 95%CI: 1.004 to 1.088) and lag 5 (RR=1.061, 95%CI: 1.018 to 1.106). The increase of 5mcg/m(3) in PM2.5 contributes to increase the relative risk for hospitalization from 20.3 to 38.4 percentage points; however, the reduction of 5μg/m(3) in PM2.5 concentration results in 38 fewer hospital admissions. CONCLUSIONS: Exposure to PM2.5 was associated with hospitalizations for pneumonia and asthma in children younger than 10 years of age, showing the role of fine particulate matter in child health and providing subsidies for the implementation of preventive measures to decrease these outcomes.",https://pubmed.ncbi.nlm.nih.gov/26522821/,EXCLUDE,HIGH,NAO É EM INGLÊS,6
LBL-057,29177960,10.1007/978-981-10-5657-4_5,2017,Advances in experimental medicine and biology,Air Pollution and Mortality in China.,"Ambient air pollution has been an important environmental issue in most areas of China. This chapter summarized the mortality effects of short-term and long-term exposures to various air pollutants among Chinese population. The literature review identified sufficient information to support significant short-term mortality effects of various air pollutants from time series analyses and case-crossover studies, such as PM10, PM2.5, SO2, NO2, and O3. On the other hand, though the literature review suggested a positive effect of long-term exposure to air pollution on mortality and lung cancer risk, the evidence has been limited among Chinese population, indicating that more studies, especially cohort studies, are warranted.",https://pubmed.ncbi.nlm.nih.gov/29177960/,EXCLUDE,HIGH,REVIEW E MORTALIDADE,"1,3"
LBL-058,25460637,10.1016/j.envres.2014.06.029,2015,Environmental research,Systematic review and meta-analysis of the adverse health effects of ambient PM2.5 and PM10 pollution in the Chinese population.,"INTRODUCTION: As the largest developing country, China has some of the worst air quality in the world. Heavy smog in January 2013 led to unprecedented public concern about the health impact of exposure to particulate matter. Conducting health impact assessments of particulate matter has thus become an urgent task for public health practitioners. Combined estimates of the health effects of exposure to particulate matter from quantitative reviews could provide vital information for epidemiology-based health impact assessments, but estimates for the Chinese population are limited. METHODS: On December 31, 2013, we systematically searched the PubMed, Web of Science, and China National Knowledge Infrastructure databases using as keywords names of 127 major cities in Mainland China, Hong Kong, and Taiwan. From among the 1464 articles identified, 59 studies were manually screened. Random-effects or fixed-effects models were used to combine their risk estimates, the funnel plots with Egger test were performed to evaluate the publication bias and Meta regression were run to explore the association between exposure to particulate matter with aerodynamic diameters less than 10 and 2.5 µm (PM10 and PM2.5) and the resulting health effects by the Comprehensive Meta Analysis. RESULTS: In terms of short-term effects, the combined excess risks of total non-accidental mortality, mortality due to cardiovascular disease, and mortality due to respiratory disease were 0.36% (95% confidence interval [95%CI]: 0.26%, 0.46%), 0.36% (95%CI: 0.24%, 0.49%), and 0.42% (95%CI: 0.28%, 0.55%), for each 10 μg/m(3) increase in PM10. A 10 μg/m(3) increase in PM2.5 was associated with a 0.40% (95%CI: 0.22%, 0.59%) increase in total non-accidental mortality, a 0.63% (95%CI: 0.35%, 0.91%) increase in mortality due to cardiovascular disease, and a 0.75% (95%CI: 01.39%, 1.11%) increase in mortality due to respiratory disease. For constituent-specific mortality, increases of 0.40-3.11% were associated with an increase of 10 ng/m(3) for nickel in PM. The summary estimate ranges of hospital utilization were 0.08% ~ 0.72% and -0.58% ~ 1.32% for a 10 μg/m(3) increase in PM10 and PM2.5. In terms of long-term effects, a 10 μg/m(3) increase of PM10 corresponded to 23-67% increase in the risk of mortality. CONCLUSION: Short exposures to PM10 and PM2.5 are associated with increases in mortality, but evidence of constituent-associated health effects, long-term effects and morbidity in China is still inadequate.",https://pubmed.ncbi.nlm.nih.gov/25460637/,EXCLUDE,HIGH,SYSTEMATIC REVIEW E META ANALYSIS,1
LBL-059,37980997,10.1016/j.envres.2023.117633,2024,Environmental research,Effect of ambient air pollution on hospital admission for respiratory diseases in Hanoi children during 2007-2019.,"Air pollution poses a threat to children's respiratory health. This study aims to quantify the association between short-term air pollution exposure and respiratory hospital admissions among children in Hanoi, Vietnam, and estimate the population-attributable burden using local data. A case-crossover analysis was conducted based on the individual records where each case is their own control. The health data was obtained from 13 hospitals in Hanoi and air pollution data was collected from four monitoring stations from 2007 to 2019. We used conditional logistic regression to estimate Percentage Change (PC) and 95% Confidence Interval (CI) in odd of hospital admissions per 10 μg/m3 increase in daily average particulate matter (e.g. PM1, PM2.5, PM10), Sulfur Dioxide (SO2), Nitrogen Dioxide (NO2), 8-h maximum Ozone and per 1000 μg/m3 increase in daily mean of Carbon Monoxide (CO). We also calculated the number and fraction of admissions attributed to air pollution in Hanoi by using the coefficient at lag 0. A 10 μg/m3 increase in the concentration of PM10, PM2.5, PM1, SO2, NO2, O3 8-h maximum and 1000 μg/m3 increase in CO concentration was associated with 0.6%, 1.2%, 1.4%, 0.8%, 1.6%, 0.3%, and 1.7% increase in odd of admission for all respiratory diseases among children under 16 years at lag 0-2. All PM metrics and NO2 are associated with childhood admission for pneumonia and bronchitis. Admissions due to asthma and upper respiratory diseases are related to increments in NO2 and CO. For attributable cases, PM2.5 concentrations in Hanoi exceeding the World Health Organization Air Quality Guidelines accounted for 1619 respiratory hospital admissions in Hanoi children in 2019. Our findings show that air pollution has a detrimental impact on the respiratory health of Hanoi children and there will be important health benefits from improved air quality management planning to reduce air pollution in Vietnam.",https://pubmed.ncbi.nlm.nih.gov/37980997/,INCLUDE,HIGH,"ESTUDO-MP2,5-CASE CROSSOVER-HOSPITAL-IC 95%-INGLÊS",0
LBL-060,31452658,10.22122/arya.v15i3.1843,2019,ARYA atherosclerosis,Association between ambient air pollution and hospitalization caused by atrial fibrillation.,"BACKGROUND: Many studies have shown the worst effects of air pollution on cardiovascular diseases (CVDs). Present study focused on the relationship between atrial fibrillation (AF), as one of the common arrhythmias, and air pollutants in Isfahan, Iran, an industrial city in the Middle East. METHODS: A case-crossover design was used to explore the associations between air pollution and AF hospitalized patients with ventricular response (VR) > 90 beats per minute (bpm) (fast response) and those with VR ≤ 90 bpm. All patients' records were extracted from their hospital files. Air pollutants data including particulate matter less than 10 µ (PM10), PM2.5, carbon monoxide (CO), nitrogen dioxide (NO2), sulfur dioxide (SO2), and ozone (O3) were obtained from the Correlation of Air Pollution with Hospitalization and Mortality of Cardiovascular and Respiratory Diseases (CAPACITY) study. Conditional logistic regression test was used to measure the relationship between pollutants and hospitalization due to AF. RESULTS: Records of 369 patients, including 173 men (46.9%) who were hospitalized for AF during the study period and had complete data were extracted. Although a positive but not statistically significant relationship was shown between 10-unit increases in all pollutants (except PM10) and the hospitalization due to AF in patients with rapid VR (RVR), the only significant relationship was observed in case of NO2 [odds ratio (OR) = 1.26, 95% confidence interval (CI) = 1.0-2.1, P = 0.031]. CONCLUSION: This study showed positive significant relationships between NO2 and the hospitalization due to AF in patients with RVR. NO2 is a greenhouse gas whose levels are expected to increase due to global environmental changes. Therefore, relevant strategies should be adopted to decrease its levels, especially in industrial cities like Isfahan.",https://pubmed.ncbi.nlm.nih.gov/31452658/,EXCLUDE,HIGH,CARDIO,3
LBL-061,37352580,10.1016/j.envint.2023.108032,2023,Environment international,Impact of ultrafine particles and total particle number concentration on five cause-specific hospital admission endpoints in three German cities.,"INTRODUCTION: Numerous studies have shown associations between daily concentrations of fine particles (e.g., particulate matter with an aerodynamic diameter ≤2.5 µm; PM2.5) and morbidity. However, evidence for ultrafine particles (UFP; particles with an aerodynamic diameter of 10-100 nm) remains conflicting. Therefore, we aimed to examine the short-term associations of UFP with five cause-specific hospital admission endpoints for Leipzig, Dresden, and Augsburg, Germany. MATERIAL AND METHODS: We obtained daily counts of (cause-specific) cardiorespiratory hospital admissions between 2010 and 2017. Daily average concentrations of UFP, total particle number (PNC; 10-800 nm), and black carbon (BC) were measured at six sites; PM2.5 and nitrogen dioxide (NO2) were obtained from monitoring networks. We assessed immediate (lag 0-1), delayed (lag 2-4, lag 5-7), and cumulative (lag 0-7) effects by applying station-specific confounder-adjusted Poisson regression models. We then used a novel multi-level meta-analytical method to obtain pooled risk estimates. Finally, we performed two-pollutant models to investigate interdependencies between pollutants and examined possible effect modification by age, sex, and season. RESULTS: UFP showed a delayed (lag 2-4) increase in respiratory hospital admissions of 0.69% [95% confidence interval (CI): -0.28%; 1.67%]. For other hospital admission endpoints, we found only suggestive results. Larger particle size fractions, such as accumulation mode particles (particles with an aerodynamic diameter of 100-800 nm), generally showed stronger effects (respiratory hospital admissions & lag 2-4: 1.55% [95% CI: 0.86%; 2.25%]). PM2.5 showed the most consistent associations for (cardio-)respiratory hospital admissions, whereas NO2 did not show any associations. Two-pollutant models showed independent effects of PM2.5 and BC. Moreover, higher risks have been observed for children. CONCLUSIONS: We observed clear associations with PM2.5 but UFP or PNC did not show a clear association across different exposure windows and cause-specific hospital admissions. Further multi-center studies are needed using harmonized UFP measurements to draw definite conclusions on the health effects of UFP.",https://pubmed.ncbi.nlm.nih.gov/37352580/,INCLUDE,HIGH,"ESTUDO-MP2,5-TIME SERIES-CARDIORESPIRATÓRIO-IC 95%-INGLÊS",0
LBL-062,29283681,10.1513/AnnalsATS.201706-495OC,2018,Annals of the American Thoracic Society,Short-Term Air Pollution and Incident Pneumonia. A Case-Crossover Study.,"RATIONALE: The relationship between air pollution and pneumonia is poorly understood. OBJECTIVES: To examine relationships between short-term air pollution exposure and number and severity of pneumonia cases along the Wasatch Front in Utah, a region with periodic high levels of outdoor air pollution. METHODS: We applied time-stratified case-crossover analyses with distributed lag to patients presenting to seven emergency departments with pneumonia over a 2-year period. We compared levels of particulate matter less than or equal to 2.5 μm in aerodynamic diameter, nitrogen dioxide, and ozone at patient residences with emergency department cases, hospitalizations, objectively defined severe pneumonia, and mortality. We calculated direct cost impacts of particulate matter less than or equal to 2.5 μm in aerodynamic diameter reduction. RESULTS: We evaluated 4,336 pneumonia cases in seven hospitals. Among adults aged 65 years and older, we found consistently positive associations between particulate matter less than or equal to 2.5 μm in aerodynamic diameter within 6 days of presentation and instances of pneumonia (Lag Day 1 adjusted odds ratio, 1.35 per 10 μg/m3 over 12 μg/m3; 95% confidence interval, 1.16-1.57), severe pneumonia (Lag Day 1 adjusted odds ratio, 1.38; 95% confidence interval, 1.06-1.80), and inpatient mortality (Lag Day 5 adjusted odds ratio, 1.50; 95% confidence interval, 1.03-2.16). Smaller associations were found between nitrogen dioxide exposure and pneumonia occurrence, severity, and inpatient and 30-day mortality. Ozone exposure was modestly associated with increased instance and severity of pneumonia in younger adults. Particulate matter less than or equal to 2.5 μm in aerodynamic diameter and nitrogen dioxide effects were greatest in colder months, and ozone effects were greatest in warmer months. Reduction of particulate matter less than or equal to 2.5 μm in aerodynamic diameter levels to less than 12.0 mg/m3 could prevent 76-112 cases of pneumonia per year in these hospitals serving approximately half of the Wasatch Front's population, reducing direct medical facility costs by $807,000 annually. CONCLUSIONS: Among older adults, short-term ambient particulate matter less than or equal to 2.5 μm in aerodynamic diameter exposure is associated with more emergency department visits and hospitalizations for pneumonia, severe pneumonia, increased mortality, and increased healthcare costs. Nitrogen dioxide and ozone modestly increase pneumonia risk and illness severity.",https://pubmed.ncbi.nlm.nih.gov/29283681/,INCLUDE,HIGH,"ESTUDO-MP2,5-CASE CROSSOVER-PNEUMONIA-IC 95%-INGLÊS",0
LBL-063,25575028,10.1289/ehp.1307776,2015,Environmental health perspectives,"Fine particulate matter components and emergency department visits for cardiovascular and respiratory diseases in the St. Louis, Missouri-Illinois, metropolitan area.","BACKGROUND: Given that fine particulate matter (≤ 2.5 μm; PM2.5) is a mixture of multiple components, it has been of high interest to identify its specific health-relevant physical and/or chemical features. OBJECTIVES: We conducted a time-series study of PM2.5 and cardiorespiratory emergency department (ED) visits in the St. Louis, Missouri-Illinois metropolitan area, using 2 years of daily PM2.5 and PM2.5 component measurements (including ions, carbon, particle-phase organic compounds, and elements) made at the St. Louis-Midwest Supersite, a monitoring site of the U.S. Environmental Protection Agency Supersites ambient air monitoring research program. METHODS: Using Poisson generalized linear models, we assessed short-term associations between daily cardiorespiratory ED visit counts and daily levels of 24 selected pollutants. Associations were estimated for interquartile range changes in each pollutant. To allow comparison of relationships among multiple pollutants and outcomes with potentially different lag structures, we used 3-day unconstrained distributed lag models controlling for time trends and meteorology. RESULTS: Considering results of our primary models, as well as sensitivity analyses and models assessing co-pollutant confounding, we observed robust associations of cardiovascular disease visits with 17α(H),21β(H)-hopane and congestive heart failure visits with elemental carbon. We also observed a robust association of respiratory disease visits with ozone. For asthma/wheeze, associations were strongest with ozone and nitrogen dioxide; observed associations of asthma/wheeze with PM2.5 and its components were attenuated in two-pollutant models with these gases. Differential measurement error due to differential patterns of spatiotemporal variability may have influenced patterns of observed associations across pollutants. CONCLUSIONS: Our findings add to the growing field examining the health effects of PM2.5 components. Combustion-related components of the pollutant mix showed particularly strong associations with cardiorespiratory ED visit outcomes.",https://pubmed.ncbi.nlm.nih.gov/25575028/,EXCLUDE,HIGH,SEM IC 95%,5
LBL-064,34710436,10.1016/j.envres.2021.112271,2022,Environmental research,Do temporal trends of associations between short-term exposure to fine particulate matter (PM,"While associations between short-term exposure to fine particulate matter (PM2.5) and risk of hospitalization are well documented and evidence suggests that such associations change over time, it is unclear whether these temporal changes exist in understudied less-urban areas or differ by sub-population. We analyzed daily time-series data of 968 continental U.S. counties for 2000-2016, with cause-specific hospitalization from Medicare claims and population-weighted PM2.5 concentrations originally estimated at 1km × 1 km from a hybrid model. Circulatory and respiratory hospitalizations were categorized based on primary diagnosis codes at discharge. Using modified Bayesian hierarchical modelling, we evaluated the temporal trend in association between PM2.5 and hospitalizations and whether disparities in this trend exist across individual-level characteristics (e.g., sex, age, race, and Medicaid eligibility as a proxy for socio-economic status) and urbanicity. Urbanicity was categorized into three levels by county-specific percentage of urban population based on urban rural delineation from the U.S. Census. In this cohort with understudied less-urban areas without regulatory monitors, we still found positive association between circulatory and respiratory hospitalization and short-term exposure to PM2.5, with higher effect estimates towards the end of study period. Consistent with current literature, we identified significant disparity in associations by race, socioeconomic status and urbanicity. We found that the percentage change in circulatory hospitalization rate per 10 μg/m3 increase in PM2.5 was higher in the 2008-2016 time period compared to the 2000-2007 period by 0.33% (95% posterior credible interval 0.22, 0.44%), 0.52% (0.33, 0.69%), and 0.67% (0.53, 0.83%) for low, medium and high tertiles of urban areas, respectively. We also observed significant differences in temporal trends of associations across socioeconomic status, sex, and age, indicating a possible widening in disparity of PM2.5-related health burden. This study raises the importance of considering environmental justice issues in PM2.5-related health impacts with respect to how associations may change over time.",https://pubmed.ncbi.nlm.nih.gov/34710436/,INCLUDE,LOW,"ESTUDO-MP2,5-TIME SERIES MAS FALA COHORT-ED RESPIRATÓRIO-IC 95%-INGLÊS",0
LBL-065,26846245,10.1007/s11356-016-6186-3,2016,Environmental science and pollution research international,Short-term effects of atmospheric particulate matter on myocardial infarction: a cumulative meta-analysis.,"Atmospheric particulate matter (PM) is hypothesized to increase the risk of myocardial infarction (MI). However, the epidemiological evidence is inconsistent. We identified 33 studies with more than 4 million MI patients and applied meta-analysis and meta-regression to assess the available evidence. Twenty-five studies presented the effects of the PM level on hospitalization for MI patients, while eight studies showed the effects on mortality. An increase in PM10 was associated with hospitalization and mortality in myocardial infarction patients (RR per 10 μg/m(3) = 1.011, 95% CI 1.006-1.016; RR per 10 μg/m(3) = 1.008, 95 % CI 1.004-1.012, respectively); PM2.5 also increased the risk of hospitalization and mortality in MI patients (RR per 10 μg/m(3) = 1.024, 95% CI 1.007-1.041 for hospitalization and RR per 10 μg/m(3) = 1.012, 95% CI 1.010-1.015 for mortality). The results of the cumulative meta-analysis indicated that PM10 and PM2.5 were associated with myocardial infarction with the addition of new studies each year. In conclusion, short-term exposure to high PM10 and PM2.5 levels revealed to increase risk of hospitalization and mortality for myocardial infarction. Policy support of pollution control and individual protection was strongly recommended.",https://pubmed.ncbi.nlm.nih.gov/26846245/,EXCLUDE,HIGH,META ANALYSIS,1
